sentence,label,split,len,twenty,fifty
Productional situation has now improved .,2,"['Productional', 'situation', 'has', 'now', 'improved', '.']",6,2,3
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",0,"['It', 'generated', 'an', 'operating', 'loss', 'of', 'EUR', '96.3', 'mn', ',', 'down', 'from', 'a', 'profit', 'of', 'EUR', '43.9', 'mn', '.']",19,4,10
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1,"['The', 'wireless', 'industry', 'is', 'bracing', 'itself', 'for', 'the', 'iPhone', ',', 'which', 'will', 'launch', 'on', 'June', '29', '.']",17,4,9
"The sale will be finalized in September or October , the company said .",1,"['The', 'sale', 'will', 'be', 'finalized', 'in', 'September', 'or', 'October', ',', 'the', 'company', 'said', '.']",14,3,7
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",2,"['In', 'addition', ',', 'Lehdentekijat', 'Oy', 'will', 'start', 'producing', 'a', 'new', 'membership', 'magazine', ',', 'Viisas', 'Raha', '(', 'Wise', 'Money', ')', 'for', 'the', 'Association', '.']",23,5,12
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,1,"['Kaupthing', 'Bank', 'will', 'publish', 'its', 'annual', 'results', 'for', '2007', 'before', 'markets', 'open', 'on', 'Thursday', '31', 'January', '.']",17,4,9
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2,"['Finnish', 'Bore', 'that', 'is', 'owned', 'by', 'the', 'Rettig', 'family', 'has', 'grown', 'recently', 'through', 'the', 'acquisition', 'of', 'smaller', 'shipping', 'companies', '.']",20,4,10
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",0,"['Belarus', 'OAO', 'Lidskoe', 'Pivo', 'brewery', ',', 'based', 'in', 'the', 'Grodno', 'Region', ',', 'reported', 'a', '1.1', '%', 'decrease', 'in', 'output', 'to', '1.045', 'million', 'decaliters', 'in', 'January-March', '2010', ',', 'a', 'representative', 'in', 'the', 'administration', 'of', 'the', 'company', 'told', '.']",37,8,19
"However , the proportion of the paid standing orders grew in 2009 .",2,"['However', ',', 'the', 'proportion', 'of', 'the', 'paid', 'standing', 'orders', 'grew', 'in', '2009', '.']",13,3,7
A realignment of interests in the sector is clearly under way .,2,"['A', 'realignment', 'of', 'interests', 'in', 'the', 'sector', 'is', 'clearly', 'under', 'way', '.']",12,3,6
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",1,"['With', 'the', 'Basware', 'Connectivity', 'services', ',', 'companies', 'gain', 'visibility', 'to', 'an', 'audit', 'trail', 'that', 'can', 'be', 'traced', 'from', 'order', 'to', 'goods', 'delivery', 'and', 'invoice', '.']",25,5,13
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1,"['These', 'new', 'units', 'will', 'be', 'built', 'at', 'Cargotec', ""'s"", 'state', 'of', 'the', 'art', 'manufacturing', 'facility', 'in', 'San', 'Antonio', ',', 'Texas', ',', 'USA', ',', 'which', 'started', 'operations', 'in', '2009', '.']",29,6,15
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",1,"['Cargotec', ""'s"", 'brands', ',', 'Hiab', ',', 'Kalmar', 'and', 'MacGREGOR', ',', 'are', 'global', 'market', 'leaders', 'in', 'their', 'fields', 'and', 'their', 'solutions', 'are', 'used', 'on', 'land', 'and', 'at', 'sea', '-', 'wherever', 'cargo', 'is', 'on', 'the', 'move', '.']",35,7,18
The handset maker did not disclose any financial details .,1,"['The', 'handset', 'maker', 'did', 'not', 'disclose', 'any', 'financial', 'details', '.']",10,2,5
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,2,"['The', 'company', 'anticipates', 'its', 'turnover', 'for', 'the', 'whole', '2010', 'to', 'surpass', 'that', 'of', 'the', 'previous', 'year', 'when', 'it', 'was', 'EUR', '67.1', 'million', '.']",23,5,12
"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network .",1,"['Nokia', 'will', 'provide', 'Indosat', 'turnkey', 'services', ',', 'including', 'civil', 'works', ',', 'network', 'planning', ',', 'implementation', 'and', 'integration', 'of', 'a', 'WCDMA', '3G-HSPA', 'network', '.']",23,5,12
"The gross area of eight houses will be 12,167 m2 .",1,"['The', 'gross', 'area', 'of', 'eight', 'houses', 'will', 'be', '12,167', 'm2', '.']",11,3,6
The company distributes Hiab 's products as well as other products .,1,"['The', 'company', 'distributes', 'Hiab', ""'s"", 'products', 'as', 'well', 'as', 'other', 'products', '.']",12,3,6
"Additionally , information on business segments , competitors and future outlook are provided .",1,"['Additionally', ',', 'information', 'on', 'business', 'segments', ',', 'competitors', 'and', 'future', 'outlook', 'are', 'provided', '.']",14,3,7
Okmetic revised its 2010 financial outlook based on its order book .,1,"['Okmetic', 'revised', 'its', '2010', 'financial', 'outlook', 'based', 'on', 'its', 'order', 'book', '.']",12,3,6
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",2,"['Lule+Ñ', 'municipality', 'has', 'awarded', 'YIT', 'a', '2-year', 'contract', ',', 'for', 'property', 'management', 'of', 'about', 'one', 'third', 'of', 'the', 'municipality', ""'s"", 'properties', ',', 'with', 'a', 'total', 'area', 'of', '140,000', 'sq.', 'metres', '.']",31,7,16
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1,"['Mursula', 'said', 'they', 'tried', 'to', 'gather', 'macro-economic', 'perspective', 'to', 'see', 'how', 'Malaysia', 'was', 'doing', '.']",15,3,8
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",1,"['Swedish', ',', 'Finnish', 'and', 'Danish', 'listed', 'companies', 'are', 'organized', 'in', 'three', 'market', 'cap', 'segments', ',', 'Nordic', 'Large', 'Cap', ',', 'Mid', 'Cap', 'and', 'Small', 'Cap', '.']",25,5,13
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,2,"['The', 'world', ""'s"", 'biggest', 'magazine', 'paper', 'maker', 'said', 'the', 'program', 'to', 'improve', 'efficiency', 'will', 'include', 'closing', 'several', 'of', 'its', 'least', 'competitive', 'mills', 'and', 'would', 'cover', 'all', 'the', 'company', ""'s"", 'operations', 'resulting', 'in', 'annual', 'savings', 'of', 'some', 'euro200', 'million', 'US$', '240', 'million', '.']",42,9,21
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .",2,"['Stockmann', 'and', 'Swedish', 'sector', 'company', 'AB', 'Lindex', 'entered', 'into', 'an', 'agreement', 'on', 'September', '30', ',', '2007', ',', 'whereby', 'Stockmann', ',', 'or', 'a', 'wholly-owned', 'subsidiary', 'of', 'it', ',', 'will', 'make', 'a', 'public', 'tender', 'offer', 'for', 'all', 'of', 'Lindex', ""'s"", 'issued', 'shares', '.']",41,9,21
"Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites .",0,"['Due', 'to', 'market', 'conditions', ',', 'the', 'company', 'will', 'also', 'temporarily', 'lay', 'off', 'about', '3,200', 'people', 'at', 'different', 'sites', '.']",19,4,10
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",0,"['Sales', 'in', 'Finland', 'decreased', 'by', '2.0', '%', ',', 'and', 'international', 'sales', 'decreased', 'by', '9.3', '%', 'in', 'terms', 'of', 'euros', ',', 'and', 'by', '15.1', '%', 'in', 'terms', 'of', 'local', 'currencies', '.']",30,6,15
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",1,"['The', 'composite', 'body', 'is', 'coated', 'with', 'a', 'hard', 'coating', 'layer', 'produced', 'by', 'thermal', 'spraying', ',', 'and', 'the', 'coating', 'is', 'ground', '.', ""''""]",22,5,11
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,1,"['It', 'includes', 'options', 'for', 'additional', '30', 'communal', 'building', 'sites', 'as', 'well', 'as', 'construction', 'supervision', 'works', 'for', 'all', 'construction', 'sites', '.']",20,4,10
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,0,"['Operating', 'loss', 'totaled', 'EUR', '25mn', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '63mn', 'in', 'the', 'corresponding', 'period', 'in', '2005', '.']",19,4,10
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,"['Kone', 'shares', 'dropped', '4.1', 'percent', 'to', '', 'x20ac', '43', 'US$', '55.77', 'in', 'Helsinki', '.']",14,3,7
The estimated synergy benefits are at least EUR7m annually .,2,"['The', 'estimated', 'synergy', 'benefits', 'are', 'at', 'least', 'EUR7m', 'annually', '.']",10,2,5
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",2,"['Pearl', 'Plaza', 'LLC', ',', 'the', 'joint', 'venture', 'of', 'SRV', 'and', 'Shanghai', 'Industrial', 'Investment', 'Holdings', 'Co', 'Ltd', ',', 'has', 'concluded', 'the', 'investment', 'decision', 'on', 'construction', 'of', 'the', 'first', 'phase', 'of', 'the', 'shopping', 'center', 'in', 'Saint', 'Petersburg', ',', 'Russia', '.']",38,8,19
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,1,"['``', 'People', 'who', 'enjoy', 'mobile', 'games', 'are', 'often', 'the', 'same', 'customers', 'who', 'enjoy', 'experimenting', 'with', 'new', 'mobile', 'services', 'and', 'content', '.']",21,5,11
The company has an annual turnover of EUR32 .8 m.,1,"['The', 'company', 'has', 'an', 'annual', 'turnover', 'of', 'EUR32', '.8', 'm.']",10,2,5
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,2,"['15', 'December', '2010', '-', 'Finnish-German', 'telecoms', 'equipment', 'maker', 'Nokia', 'Siemens', 'Networks', 'said', 'today', 'it', 'won', 'a', 'contract', 'to', 'upgrade', 'the', 'radio', 'network', 'of', 'home-based', 'telecommunications', 'company', 'Elisa', 'Oyj', 'HEL', ':', 'ELI1V', '.']",32,7,16
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,1,"['Each', 'option', 'right', 'entitles', 'the', 'holder', 'to', 'subscribe', 'for', 'one', 'new', 'share', 'at', 'a', 'subscription', 'price', 'of', 'EUR0', '.045', 'during', 'the', 'subscription', 'period', 'which', 'ends', 'on', '31', 'December', '2013', '.']",30,6,15
"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .",1,"['The', 'transaction', 'covers', 'a', 'building', 'lot', 'of', '46,763', 'sq', 'm', 'and', 'factory', 'buildings', 'of', '19,631', 'sq', 'm.', 'Since', 'the', 'autumn', 'of', '2007', ',', 'when', 'Scanfil', 'discontinued', 'its', 'production', 'operations', 'in', 'Oulu', ',', 'the', 'facilities', 'have', 'been', 'partly', 'leased', 'to', 'other', 'parties', '.']",42,9,21
This organization will assume the responsibility for operations in Russia .,1,"['This', 'organization', 'will', 'assume', 'the', 'responsibility', 'for', 'operations', 'in', 'Russia', '.']",11,3,6
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",1,"['Ruukki', ""'s"", 'delivery', 'includes', 'steel', 'structures', ',', 'including', 'installation', ',', 'for', 'Krakeroy', 'bascule', 'bridge', 'and', 'steel', 'piles', 'for', 'the', 'bridge', 'foundations', '.']",22,5,11
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",0,"['In', 'addition', ',', 'a', 'further', '29', 'employees', 'can', 'be', 'laid', 'off', 'until', 'further', 'notice', 'and', 'the', 'whole', 'workforce', 'can', 'be', 'laid', 'off', 'for', 'short', 'periods', 'if', 'needed', '.']",28,6,14
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,1,"['Vacon', 'recently', 'announced', 'plans', 'to', 'build', 'its', 'North', 'American', 'headquarters', 'at', '5', 'Business', 'Park', 'in', 'Chambersburg', '.']",17,4,9
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",2,"['Finnish', 'Metso', 'Paper', 'has', 'won', 'an', 'order', 'to', 'supply', 'an', 'uncoated', 'fine', 'paper', 'machine', 'to', 'MCC', 'Paper', 'Yinhe', ',', 'in', 'China', '.']",22,5,11
"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",1,"['ALEXANDRIA', ',', 'Va.', ',', 'Dec.', '17', '--', 'Reijo', 'Salovaara', ',', 'Nastola', ',', 'Finland', ',', 'has', 'developed', 'a', 'veneer', 'cutter', '.']",20,4,10
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",0,"['The', 'contracts', 'of', 'the', 'employees', ',', '96', 'of', 'whom', 'are', 'blue-collar', 'workers', ',', 'will', 'be', 'ended', 'between', 'March', 'and', 'August', '2011', '.']",22,5,11
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",1,"['HUHTAMAKI', 'OYJ', 'STOCK', 'EXCHANGE', 'RELEASE', ',', '16.9.2008', 'AT', '13.32', 'Huhtamaki', ""'s"", 'Capital', 'Markets', 'Day', 'for', 'institutional', 'investors', 'and', 'analysts', 'is', 'held', 'in', 'Espoo', ',', 'September', '16', ',', '2008', 'starting', 'at', '13.30', 'pm', 'Finnish', 'time', '.']",35,7,18
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",2,"['Fiskars', ',', 'the', 'World', ""'s"", '', '1', 'Scissors', 'Brand', 'TM', ',', 'recently', 'won', 'Learning', '-«', 'Magazine', ""'s"", '2011', 'Teachers', ""'"", 'Choice', 'Award', 'for', 'the', 'Classroom', '.']",26,6,13
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",1,"['``', 'The', 'bond', 'gathered', 'subscriptions', 'from', 'some', '400', 'investors', 'and', 'the', 'issued', 'amount', 'can', 'be', 'considered', 'substantial', 'taking', 'into', 'account', 'the', 'main', 'target', 'group', '--', 'retail', 'investors', ',', ""''"", 'Citycon', 'CFO', 'Eero', 'Sihvonen', 'said', '.']",35,7,18
The measures result from decreased demand in technical design and product information .,0,"['The', 'measures', 'result', 'from', 'decreased', 'demand', 'in', 'technical', 'design', 'and', 'product', 'information', '.']",13,3,7
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,1,"['The', 'total', 'investment', 'in', '2006', 'and', '2007', 'is', 'expected', 'to', 'amount', 'to', 'about', 'EUR75m', '.']",15,3,8
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,2,"['One', 'of', 'my', 'colleagues', 'summed', 'up', 'the', 'E7', 'quite', 'aptly', 'when', 'he', 'remarked', ':', '``', 'Fantastic', 'hardware', '.']",18,4,9
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",0,"['Operating', 'profit', 'for', 'the', 'six-month', 'period', 'decreased', 'from', 'EUR21m', ',', 'while', 'net', 'sales', 'increased', 'from', 'EUR436', '.9', 'm', ',', 'as', 'compared', 'to', 'the', 'corresponding', 'period', 'in', '2007', '.']",28,6,14
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",2,"['Finnish', 'financial', 'software', 'developer', 'Basware', 'Oyj', 'said', 'today', 'it', 'will', 'provide', 'its', 'invoice', 'automation', '(', 'IA', ')', 'solution', 'to', 'an', 'unnamed', 'major', 'retail', 'company', 'in', 'the', 'USA', 'in', 'a', 'deal', ',', 'worth', 'more', 'than', 'EUR300', ',000', '.']",37,8,19
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",1,"['Swedish', 'engineering', 'consultant', 'firm', 'Etteplan', 'is', 'to', 'establish', 'a', 'unit', 'in', 'town', 'Borl+ñnge', ',', 'by', 'the', 'turn', 'of', 'the', 'month', 'March-April', '2008', '.']",23,5,12
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",2,"['Pre-tax', 'loss', 'totaled', 'EUR', '0.3', 'mn', ',', 'compared', 'to', 'a', 'loss', 'of', 'EUR', '2.2', 'mn', 'in', 'the', 'first', 'quarter', 'of', '2005', '.']",22,5,11
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",1,"['Glaston', ',', 'headquartered', 'in', 'Tampere', ',', 'Finland', ',', 'is', 'a', 'growing', 'and', 'international', 'glass', 'technology', 'company', '.']",17,4,9
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",2,"['According', 'to', 'Ringman', ',', 'Finnish', 'paper', 'companies', 'have', 'acquired', 'know-how', 'and', 'capacity', 'in', 'paper', 'recycling', ',', 'which', 'has', 'turned', 'out', 'to', 'be', 'a', 'successful', 'strategy', '.']",26,6,13
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,1,"['Olli-Pekka', 'Kallasvuo', 'was', 'elected', 'as', 'vice', 'chairman', 'of', 'the', 'Board', '.']",11,3,6
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",1,"['-', 'The', 'Group', '-¦', 's', 'sales', 'during', 'the', 'period', 'were', 'EUR', '31.6', 'million', 'EUR', '36.6', 'million', ',', '1-6/2007', 'and', 'profit', 'before', 'taxes', 'was', 'EUR', '0.2', '1.3', 'million', '.']",28,6,14
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',1,"['Subject-matter', 'of', 'the', 'invention', 'furthermore', 'is', 'the', 'use', 'of', 'the', 'cyclone', 'for', 'separating', 'partly', 'molten', 'particles', '.', ""''""]",18,4,9
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",0,"['Stora', 'Enso', 'Oyj', ',', 'the', 'largest', 'papermaker', ',', 'in', 'October', 'said', 'it', 'would', 'close', 'four', 'mills', '.']",17,4,9
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",1,"['The', 'order', 'consists', 'of', 'capacity', 'expansion', ',', 'maintenance', 'services', 'and', 'new', 'charging', 'functionality', ',', 'the', 'company', 'said', '.']",18,4,9
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",1,"['ALEXANDRIA', ',', 'Va.', ',', 'June', '7', '--', 'Michael', 'G.', 'Williams', 'of', 'Newbury', 'Park', ',', 'Calif.', ',', 'has', 'developed', 'a', 'network', 'device', '.']",22,5,11
A total of $ 78 million will be invested in the project .,1,"['A', 'total', 'of', '$', '78', 'million', 'will', 'be', 'invested', 'in', 'the', 'project', '.']",13,3,7
The new shares entitle their holders to dividends for fiscal 2006 .,1,"['The', 'new', 'shares', 'entitle', 'their', 'holders', 'to', 'dividends', 'for', 'fiscal', '2006', '.']",12,3,6
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",1,"['The', 'outsourced', 'Scan', 'and', 'Capture', 'solutions', 'transfer', 'paper', 'invoices', 'into', 'electronic', 'format', ',', 'and', 'Basware', 'Business', 'Transactions', 'Service', 'allows', 'the', 'customer', 'to', 'receive', 'and', 'send', 'invoices', 'in', 'an', 'electronic', 'format', '.']",31,7,16
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",1,"['The', 'plant', 'will', 'go', 'on', 'stream', 'in', 'November', '2008', 'and', 'its', 'estimated', 'daily', 'production', 'will', 'be', '120,000', 'litres', 'of', 'bioethanol', '.']",21,5,11
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",2,"['Ramirent', ""'s"", 'net', 'sales', 'in', 'the', 'second', 'quarterended', 'June', '30', 'were', 'EURO', '128.7', 'million', 'about', 'U.S.', '$', '163', 'million', ',', 'a', '3.3-percent', 'increase', 'compared', 'with', 'EURO', '124.6', 'million', 'for', 'thesecond', 'quarter', 'last', 'year', '.']",34,7,17
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",1,"['Koff', ""'s"", 'market', 'share', 'of', 'the', 'volume', 'of', 'the', 'market', 'was', '23.4', '%', ',', 'Karhu', ""'s"", '21.4', '%', '.']",19,4,10
"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",1,"['Under', 'the', 'contract', ',', 'Ericsson', 'will', 'more', 'than', 'double', 'the', 'number', 'of', 'radio', 'base', 'stations', 'in', 'the', 'Elisa', 'network', 'over', 'the', 'coming', 'year', '.']",24,5,12
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",2,"['HK', 'Ruokatalo', 'now', 'accounts', 'for', 'about', '50', '%', 'of', 'poultry', 'sales', 'in', 'Finland', ',', 'and', 'profitability', 'is', 'at', 'a', 'good', 'level', '.']",22,5,11
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",2,"['According', 'to', 'Olvi', ""'s"", 'Managing', 'Director', 'Lasse', 'Aho', ',', 'the', 'company', 'has', 'an', 'ongoing', 'MMX', 'Plus', 'project', 'that', 'aims', 'to', 'find', 'growth', 'outside', 'Finland', '.']",25,5,13
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,2,"['Shares', 'of', 'Nokia', 'Corp.', 'rose', 'Thursday', 'after', 'the', 'cell', 'phone', 'maker', 'said', 'its', 'third-quarter', 'earnings', 'almost', 'doubled', 'and', 'its', 'share', 'of', 'the', 'global', 'handset', 'market', 'increased', '.']",27,6,14
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",0,"['Operating', 'loss', 'totalled', 'EUR', '3.2', 'mn', ',', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '7.2', 'mn', 'in', 'the', 'third', 'quarter', 'of', '2008', '.']",22,5,11
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,1,"['Around', '50', 'percent', 'of', 'the', 'world', ""'s"", 'ro-ro', 'fleet', 'is', 'over', '25', 'years', 'old', 'and', 'needs', 'to', 'be', 'scrapped', 'for', 'environmental', 'reasons', '.']",23,5,12
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",1,"['An', 'acquisition', 'of', 'TeliaSonera', 'would', 'be', 'France', 'Telecom', ""'s"", 'biggest', 'since', 'its', '2000', 'purchase', 'of', 'Orange', 'plc', 'for', '', '27.8', 'billion', '(', '$', '55.1', 'billion', ')', 'and', 'would', 'create', 'the', 'world', ""'s"", 'fourth-largest', 'telecom', 'company', 'behind', 'AT&T', 'Inc.', ',', 'Verizon', 'Communications', 'Inc.', 'and', 'NTT', 'Corp.', 'of', 'Japan', '.']",48,10,24
Sales of mid-strength beer decreased by 40 % .,0,"['Sales', 'of', 'mid-strength', 'beer', 'decreased', 'by', '40', '%', '.']",9,2,5
Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .,1,"['Operating', 'profit', 'for', 'the', 'quarter', 'April-June', '2006', 'amounted', 'to', 'EUR182', '.2', 'm', 'on', 'sales', 'of', 'EUR3', '.62', 'bn', '.']",19,4,10
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",1,"['The', 'contract', 'covers', 'the', 'supply', 'of', 'temporary', 'heating', 'equipment', 'for', 'LKAB', ""'s"", 'new', 'pellet', 'plant', 'in', 'Kiruna', ',', 'in', 'northern', 'Sweden', '.']",22,5,11
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",0,"['Net', 'sales', 'of', 'Kyro', ""'s"", 'main', 'business', 'area', ',', 'Glaston', 'Technologies', ',', 'a', 'manufacturer', 'of', 'glass', 'processing', 'machines', ',', 'decreased', 'to', 'EUR', '161.5', 'mn', 'from', 'EUR', '164.1', 'mn', 'in', 'January-September', '2005', '.']",32,7,16
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2,"['Stora', 'Enso', 'owns', '43', 'percent', 'of', 'Bergvik', 'and', 'earns', 'therefore', 'SEK', '1.5', 'bn', 'on', 'the', 'value', 'appreciation', '.']",18,4,9
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2,"['HELSINKI', 'AFX', '-', 'Outokumpu', 'said', 'its', 'technology', 'unit', 'has', 'won', 'a', '28', 'mln', 'eur', 'contract', 'from', 'Bosnia-Herzegovina', ""'s"", 'Aluminij', 'dd', 'Mostar', 'to', 'upgrade', 'an', 'anode', 'plant', '.']",27,6,14
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",1,"['LEED', 'is', 'an', 'internationally', 'recognized', 'green', 'building', 'certification', 'system', ',', 'developed', 'by', 'the', 'U.S.', 'Green', 'Building', 'Council', '.']",18,4,9
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,1,"['The', 'full', 'MidnightTrader', 'extended-hours', 'trading', 'analysis', 'and', 'news', 'service', 'is', 'available', 'in', 'real-time', 'through', 'COMTEX', '.']",16,4,8
The office space will rise above the remodeled Cannon Street underground station .,1,"['The', 'office', 'space', 'will', 'rise', 'above', 'the', 'remodeled', 'Cannon', 'Street', 'underground', 'station', '.']",13,3,7
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",1,"['UPM-Kymmene', 'www.upm-kymmene.com', 'produces', 'magazine', 'papers', 'and', 'newsprint', ',', 'as', 'well', 'as', 'fine', 'and', 'specialty', 'papers', ',', 'converting', 'materials', 'and', 'wood', 'products', '.']",22,5,11
cents Recognize potential partnerships and suppliers .,1,"['cents', 'Recognize', 'potential', 'partnerships', 'and', 'suppliers', '.']",7,2,4
